30	0	0	1	0	0	1	0	0.0642482
30	0	0	1	0	0	0	0.0642482	0.0863928
30	0	0	1	0	0	1	0.0863928	0.106215
30	0	0	1	0	0	0	0.106215	0.22637
30	0	0	1	0	0	1	0.22637	0.325418
30	0	0	1	0	0	0	0.325418	0.394779
30	0	0	1	0	0	1	0.394779	0.467349
30	0	0	1	0	0	0	0.467349	0.549041
30	0	0	1	0	0	1	0.549041	1
30	0	0	1	0	1	0	0	0.579278
30	0	0	1	0	1	1	0.579278	1
30	0	0	2	0	0	0	0	0.00160978
30	0	0	2	0	0	1	0.00160978	0.00756275
30	0	0	2	0	0	0	0.00756275	0.405718
30	0	0	2	0	0	1	0.405718	0.460521
30	0	0	2	0	0	0	0.460521	0.661443
30	0	0	2	0	0	1	0.661443	0.97894
30	0	0	2	0	0	0	0.97894	1
30	0	0	2	0	1	1	0	0.0964216
30	0	0	2	0	1	0	0.0964216	0.13472
30	0	0	2	0	1	1	0.13472	0.709402
30	0	0	2	0	1	0	0.709402	1
30	0	0	3	0	0	0	0	0.571122
30	0	0	3	0	0	1	0.571122	1
30	0	0	3	0	1	1	0	0.0617241
30	0	0	3	0	1	0	0.0617241	0.0940062
30	0	0	3	0	1	1	0.0940062	1
30	0	0	4	0	0	0	0	0.00533178
30	0	0	4	0	0	1	0.00533178	0.0777658
30	0	0	4	0	0	0	0.0777658	0.202469
30	0	0	4	0	0	1	0.202469	0.268964
30	0	0	4	0	0	0	0.268964	0.795455
30	0	0	4	0	0	1	0.795455	0.82906
30	0	0	4	0	0	0	0.82906	0.910326
30	0	0	4	0	0	1	0.910326	0.970373
30	0	0	4	0	0	0	0.970373	1
30	0	0	4	0	1	0	0	0.0443099
30	0	0	4	0	1	1	0.0443099	0.239763
30	0	0	4	0	1	0	0.239763	0.267533
30	0	0	4	0	1	1	0.267533	0.578605
30	0	0	4	0	1	0	0.578605	0.813922
30	0	0	4	0	1	1	0.813922	0.905599
30	0	0	4	0	1	0	0.905599	1
30	0	0	5	0	0	0	0	0.234856
30	0	0	5	0	0	1	0.234856	0.242933
30	0	0	5	0	0	0	0.242933	0.480465
30	0	0	5	0	0	1	0.480465	0.495547
30	0	0	5	0	0	0	0.495547	0.52752
30	0	0	5	0	0	1	0.52752	0.658547
30	0	0	5	0	0	0	0.658547	0.700944
30	0	0	5	0	0	1	0.700944	0.711803
30	0	0	5	0	0	0	0.711803	0.777289
30	0	0	5	0	0	1	0.777289	0.810649
30	0	0	5	0	0	0	0.810649	0.88118
30	0	0	5	0	0	1	0.88118	1
30	0	0	5	0	1	0	0	0.52752
30	0	0	5	0	1	1	0.52752	0.681315
30	0	0	5	0	1	0	0.681315	0.795455
30	0	0	5	0	1	1	0.795455	0.82906
30	0	0	5	0	1	0	0.82906	1
30	0	0	6	0	0	1	0	0.109554
30	0	0	6	0	0	0	0.109554	0.830269
30	0	0	6	0	0	1	0.830269	0.963175
30	0	0	6	0	0	0	0.963175	1
30	0	0	6	0	1	0	0	0.220006
30	0	0	6	0	1	1	0.220006	0.24059
30	0	0	6	0	1	0	0.24059	0.353815
30	0	0	6	0	1	1	0.353815	0.383276
30	0	0	6	0	1	0	0.383276	0.573381
30	0	0	6	0	1	1	0.573381	0.842074
30	0	0	6	0	1	0	0.842074	0.996869
30	0	0	6	0	1	1	0.996869	1
30	0	0	7	0	0	0	0	1
30	0	0	7	0	1	1	0	0.127326
30	0	0	7	0	1	0	0.127326	0.273465
30	0	0	7	0	1	1	0.273465	0.4023
30	0	0	7	0	1	0	0.4023	0.739502
30	0	0	7	0	1	1	0.739502	0.981944
30	0	0	7	0	1	0	0.981944	1
30	0	0	8	0	0	1	0	0.0137037
30	0	0	8	0	0	0	0.0137037	0.0398644
30	0	0	8	0	0	1	0.0398644	0.0752152
30	0	0	8	0	0	0	0.0752152	0.118769
30	0	0	8	0	0	1	0.118769	0.328402
30	0	0	8	0	0	0	0.328402	1
30	0	0	8	0	1	0	0	0.059227
30	0	0	8	0	1	1	0.059227	0.0635596
30	0	0	8	0	1	0	0.0635596	0.0879224
30	0	0	8	0	1	1	0.0879224	0.149899
30	0	0	8	0	1	0	0.149899	0.432264
30	0	0	8	0	1	1	0.432264	0.454696
30	0	0	8	0	1	0	0.454696	0.891489
30	0	0	8	0	1	1	0.891489	0.947122
30	0	0	8	0	1	0	0.947122	1
30	0	0	9	0	0	1	0	0.0529265
30	0	0	9	0	0	0	0.0529265	0.129634
30	0	0	9	0	0	1	0.129634	0.183212
30	0	0	9	0	0	0	0.183212	0.257459
30	0	0	9	0	0	1	0.257459	0.588118
30	0	0	9	0	0	0	0.588118	1
30	0	0	9	0	1	0	0	0.0713391
30	0	0	9	0	1	1	0.0713391	0.325418
30	0	0	9	0	1	0	0.325418	0.408389
30	0	0	9	0	1	1	0.408389	0.461968
30	0	0	9	0	1	0	0.461968	0.654241
30	0	0	9	0	1	1	0.654241	0.744139
30	0	0	9	0	1	0	0.744139	0.894705
30	0	0	9	0	1	1	0.894705	1
30	0	0	10	0	0	0	0	0.0215007
30	0	0	10	0	0	1	0.0215007	0.177149
30	0	0	10	0	0	0	0.177149	0.351994
30	0	0	10	0	0	1	0.351994	0.650079
30	0	0	10	0	0	0	0.650079	0.753613
30	0	0	10	0	0	1	0.753613	0.779747
30	0	0	10	0	0	0	0.779747	0.973047
30	0	0	10	0	0	1	0.973047	1
30	0	0	10	0	1	1	0	0.000923733
30	0	0	10	0	1	0	0.000923733	0.0848167
30	0	0	10	0	1	1	0.0848167	0.428177
30	0	0	10	0	1	0	0.428177	0.500282
30	0	0	10	0	1	1	0.500282	0.669533
30	0	0	10	0	1	0	0.669533	0.673735
30	0	0	10	0	1	1	0.673735	0.946167
30	0	0	10	0	1	0	0.946167	1
30	0	0	11	0	0	1	0	0.0442077
30	0	0	11	0	0	0	0.0442077	0.289643
30	0	0	11	0	0	1	0.289643	0.662046
30	0	0	11	0	0	0	0.662046	0.771501
30	0	0	11	0	0	1	0.771501	0.776886
30	0	0	11	0	0	0	0.776886	1
30	0	0	11	0	1	1	0	0.0964216
30	0	0	11	0	1	0	0.0964216	0.13472
30	0	0	11	0	1	1	0.13472	0.870174
30	0	0	11	0	1	0	0.870174	0.991423
30	0	0	11	0	1	1	0.991423	1
30	0	0	12	0	0	1	0	0.0766989
30	0	0	12	0	0	0	0.0766989	0.229791
30	0	0	12	0	0	1	0.229791	0.299243
30	0	0	12	0	0	0	0.299243	0.404637
30	0	0	12	0	0	1	0.404637	0.426273
30	0	0	12	0	0	0	0.426273	1
30	0	0	12	0	1	0	0	0.128598
30	0	0	12	0	1	1	0.128598	0.902642
30	0	0	12	0	1	0	0.902642	0.976275
30	0	0	12	0	1	1	0.976275	1
30	0	0	13	0	0	0	0	0.38331
30	0	0	13	0	0	1	0.38331	0.400464
